year,month,borough,major_category,minor_category,total_crimes
2014,7,Sutton,Violence Against the Person,Assault with Injury,85
2014,8,Merton,Violence Against the Person,Assault with Injury,78
2014,6,Sutton,Violence Against the Person,Assault with Injury,76
2014,12,Harrow,Violence Against the Person,Assault with Injury,62
2014,6,Merton,Violence Against the Person,Assault with Injury,71
2014,5,Sutton,Violence Against the Person,Assault with Injury,70
2014,12,Croydon,Violence Against the Person,Assault with Injury,166
2014,10,Enfield,Violence Against the Person,Assault with Injury,153
2014,6,Hackney,Violence Against the Person,Assault with Injury,165
2014,5,Hackney,Violence Against the Person,Assault with Injury,137
2014,8,Hackney,Violence Against the Person,Assault with Injury,122
2014,4,Lambeth,Violence Against the Person,Assault with Injury,174
2014,9,Lambeth,Violence Against the Person,Assault with Injury,192
2014,3,Enfield,Violence Against the Person,Assault with Injury,106
2014,7,Hackney,Violence Against the Person,Assault with Injury,168
2014,11,Hackney,Violence Against the Person,Assault with Injury,151
2014,1,Enfield,Violence Against the Person,Assault with Injury,129
2014,2,Lambeth,Violence Against the Person,Assault with Injury,157
2014,3,Haringey,Violence Against the Person,Assault with Injury,162
2014,1,Haringey,Violence Against the Person,Assault with Injury,134
2014,6,Hounslow,Violence Against the Person,Assault with Injury,127
2014,11,Hounslow,Violence Against the Person,Assault with Injury,107
2014,7,Hounslow,Violence Against the Person,Assault with Injury,117
2014,1,Greenwich,Violence Against the Person,Assault with Injury,119
2014,10,Greenwich,Violence Against the Person,Assault with Injury,154
2014,3,Greenwich,Violence Against the Person,Assault with Injury,139
2014,12,Havering,Violence Against the Person,Assault with Injury,85
2014,5,Hounslow,Violence Against the Person,Assault with Injury,128
2014,10,Haringey,Violence Against the Person,Assault with Injury,154
2014,8,Hounslow,Violence Against the Person,Assault with Injury,130
2014,2,Islington,Violence Against the Person,Assault with Injury,90
2014,4,Islington,Violence Against the Person,Assault with Injury,91
2014,9,Islington,Violence Against the Person,Assault with Injury,135
2014,1,Redbridge,Violence Against the Person,Assault with Injury,92
2014,6,Southwark,Violence Against the Person,Assault with Injury,174
2014,10,Hillingdon,Violence Against the Person,Assault with Injury,123
2014,7,Wandsworth,Violence Against the Person,Assault with Injury,127
2014,6,Wandsworth,Violence Against the Person,Assault with Injury,121
2014,10,Redbridge,Violence Against the Person,Assault with Injury,106
2014,7,Southwark,Violence Against the Person,Assault with Injury,205
2014,8,Wandsworth,Violence Against the Person,Assault with Injury,134
2014,5,Southwark,Violence Against the Person,Assault with Injury,175
2014,11,Southwark,Violence Against the Person,Assault with Injury,179
2014,8,Southwark,Violence Against the Person,Assault with Injury,161
2014,3,Hillingdon,Violence Against the Person,Assault with Injury,130
2014,1,Hillingdon,Violence Against the Person,Assault with Injury,127
2014,11,Wandsworth,Violence Against the Person,Assault with Injury,122
2014,12,Lewisham,Violence Against the Person,Assault with Injury,168
2014,3,Redbridge,Violence Against the Person,Assault with Injury,122
2014,2,Westminster,Violence Against the Person,Assault with Injury,120
2014,9,Westminster,Violence Against the Person,Assault with Injury,203
2014,8,Tower Hamlets,Violence Against the Person,Assault with Injury,141
2014,6,Tower Hamlets,Violence Against the Person,Assault with Injury,174
2014,7,Tower Hamlets,Violence Against the Person,Assault with Injury,154
2014,5,Tower Hamlets,Violence Against the Person,Assault with Injury,131
2014,10,Waltham Forest,Violence Against the Person,Assault with Injury,139
2014,6,Barking and Dagenham,Violence Against the Person,Assault with Injury,128
2014,7,Barking and Dagenham,Violence Against the Person,Assault with Injury,122
2014,6,Kingston upon Thames,Violence Against the Person,Assault with Injury,57
2014,10,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,89
2014,3,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,70
2014,7,Kensington and Chelsea,Violence Against the Person,Assault with Injury,51
2014,5,Kensington and Chelsea,Violence Against the Person,Assault with Injury,62
2014,4,Westminster,Violence Against the Person,Assault with Injury,161
2014,11,Tower Hamlets,Violence Against the Person,Assault with Injury,158
2014,3,Waltham Forest,Violence Against the Person,Assault with Injury,130
2014,8,Barking and Dagenham,Violence Against the Person,Assault with Injury,103
2014,11,Barking and Dagenham,Violence Against the Person,Assault with Injury,130
2014,5,Barking and Dagenham,Violence Against the Person,Assault with Injury,114
2014,5,Kingston upon Thames,Violence Against the Person,Assault with Injury,48
2014,1,Waltham Forest,Violence Against the Person,Assault with Injury,119
2014,11,Kingston upon Thames,Violence Against the Person,Assault with Injury,67
2014,5,Richmond upon Thames,Violence Against the Person,Assault with Injury,46
2014,8,Richmond upon Thames,Violence Against the Person,Assault with Injury,44
2014,7,Kingston upon Thames,Violence Against the Person,Assault with Injury,39
2014,6,Kensington and Chelsea,Violence Against the Person,Assault with Injury,70
2014,5,Wandsworth,Violence Against the Person,Assault with Injury,108
2014,11,Richmond upon Thames,Violence Against the Person,Assault with Injury,67
2014,7,Richmond upon Thames,Violence Against the Person,Assault with Injury,61
2014,1,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,78
2014,11,Kensington and Chelsea,Violence Against the Person,Assault with Injury,39
2014,8,Kensington and Chelsea,Violence Against the Person,Assault with Injury,95
2015,2,Brent,Violence Against the Person,Assault with Injury,121
2015,5,Barnet,Violence Against the Person,Assault with Injury,117
2015,6,Barnet,Violence Against the Person,Assault with Injury,135
2015,7,Barnet,Violence Against the Person,Assault with Injury,154
2015,9,Bexley,Violence Against the Person,Assault with Injury,74
2015,9,Camden,Violence Against the Person,Assault with Injury,124
2015,2,Camden,Violence Against the Person,Assault with Injury,106
2015,6,Ealing,Violence Against the Person,Assault with Injury,172
2015,8,Ealing,Violence Against the Person,Assault with Injury,149
2015,5,Ealing,Violence Against the Person,Assault with Injury,162
2015,4,Brent,Violence Against the Person,Assault with Injury,122
2015,9,Brent,Violence Against the Person,Assault with Injury,151
2015,11,Barnet,Violence Against the Person,Assault with Injury,130
2015,2,Bexley,Violence Against the Person,Assault with Injury,65
2015,4,Camden,Violence Against the Person,Assault with Injury,116
2015,11,Ealing,Violence Against the Person,Assault with Injury,141
2015,7,Ealing,Violence Against the Person,Assault with Injury,175
2015,8,Barnet,Violence Against the Person,Assault with Injury,108
2015,6,Merton,Violence Against the Person,Assault with Injury,84
2015,5,Merton,Violence Against the Person,Assault with Injury,93
2015,8,Merton,Violence Against the Person,Assault with Injury,81
2015,8,Newham,Violence Against the Person,Assault with Injury,168
2015,11,Newham,Violence Against the Person,Assault with Injury,168
2015,4,Bexley,Violence Against the Person,Assault with Injury,78
2015,11,Merton,Violence Against the Person,Assault with Injury,80
2015,7,Newham,Violence Against the Person,Assault with Injury,237
2015,6,Newham,Violence Against the Person,Assault with Injury,184
2015,5,Newham,Violence Against the Person,Assault with Injury,165
2015,6,Sutton,Violence Against the Person,Assault with Injury,91
2015,12,Harrow,Violence Against the Person,Assault with Injury,76
2015,5,Sutton,Violence Against the Person,Assault with Injury,71
2015,4,Bromley,Violence Against the Person,Assault with Injury,112
2015,2,Bromley,Violence Against the Person,Assault with Injury,118
2015,9,Bromley,Violence Against the Person,Assault with Injury,113
2015,7,Merton,Violence Against the Person,Assault with Injury,62
2015,7,Sutton,Violence Against the Person,Assault with Injury,86
2015,11,Sutton,Violence Against the Person,Assault with Injury,58
2015,3,Enfield,Violence Against the Person,Assault with Injury,169
2015,1,Enfield,Violence Against the Person,Assault with Injury,113
2015,8,Hackney,Violence Against the Person,Assault with Injury,136
2015,11,Hackney,Violence Against the Person,Assault with Injury,144
2015,5,Hackney,Violence Against the Person,Assault with Injury,159
2015,9,Lambeth,Violence Against the Person,Assault with Injury,176
2015,4,Lambeth,Violence Against the Person,Assault with Injury,151
2015,2,Lambeth,Violence Against the Person,Assault with Injury,163
2015,12,Croydon,Violence Against the Person,Assault with Injury,167
2015,7,Hackney,Violence Against the Person,Assault with Injury,169
2015,8,Sutton,Violence Against the Person,Assault with Injury,65
2015,6,Hackney,Violence Against the Person,Assault with Injury,173
2015,10,Haringey,Violence Against the Person,Assault with Injury,182
2015,3,Haringey,Violence Against the Person,Assault with Injury,164
2015,12,Havering,Violence Against the Person,Assault with Injury,117
2015,8,Hounslow,Violence Against the Person,Assault with Injury,128
2015,7,Hounslow,Violence Against the Person,Assault with Injury,157
2015,11,Hounslow,Violence Against the Person,Assault with Injury,157
2015,12,Lewisham,Violence Against the Person,Assault with Injury,147
2015,3,Greenwich,Violence Against the Person,Assault with Injury,139
2015,1,Greenwich,Violence Against the Person,Assault with Injury,127
2015,1,Haringey,Violence Against the Person,Assault with Injury,130
2015,5,Hounslow,Violence Against the Person,Assault with Injury,159
2015,6,Hounslow,Violence Against the Person,Assault with Injury,120
2015,10,Greenwich,Violence Against the Person,Assault with Injury,150
2015,10,Enfield,Violence Against the Person,Assault with Injury,132
2015,9,Islington,Violence Against the Person,Assault with Injury,111
2015,10,Redbridge,Violence Against the Person,Assault with Injury,104
2015,5,Southwark,Violence Against the Person,Assault with Injury,185
2015,11,Southwark,Violence Against the Person,Assault with Injury,208
2015,6,Southwark,Violence Against the Person,Assault with Injury,165
2015,8,Southwark,Violence Against the Person,Assault with Injury,129
2015,7,Southwark,Violence Against the Person,Assault with Injury,180
2015,1,Hillingdon,Violence Against the Person,Assault with Injury,120
2015,7,Wandsworth,Violence Against the Person,Assault with Injury,143
2015,3,Redbridge,Violence Against the Person,Assault with Injury,109
2015,1,Redbridge,Violence Against the Person,Assault with Injury,114
2015,3,Hillingdon,Violence Against the Person,Assault with Injury,130
2015,10,Hillingdon,Violence Against the Person,Assault with Injury,136
2015,5,Wandsworth,Violence Against the Person,Assault with Injury,154
2015,8,Wandsworth,Violence Against the Person,Assault with Injury,126
2015,6,Wandsworth,Violence Against the Person,Assault with Injury,156
2015,2,Islington,Violence Against the Person,Assault with Injury,100
2015,11,Wandsworth,Violence Against the Person,Assault with Injury,112
2015,4,Westminster,Violence Against the Person,Assault with Injury,178
2015,9,Westminster,Violence Against the Person,Assault with Injury,137
2015,5,Tower Hamlets,Violence Against the Person,Assault with Injury,164
2015,7,Tower Hamlets,Violence Against the Person,Assault with Injury,167
2015,3,Waltham Forest,Violence Against the Person,Assault with Injury,151
2015,10,Waltham Forest,Violence Against the Person,Assault with Injury,132
2015,7,Barking and Dagenham,Violence Against the Person,Assault with Injury,125
2015,8,Barking and Dagenham,Violence Against the Person,Assault with Injury,102
2015,5,Kingston upon Thames,Violence Against the Person,Assault with Injury,73
2015,11,Richmond upon Thames,Violence Against the Person,Assault with Injury,41
2015,8,Richmond upon Thames,Violence Against the Person,Assault with Injury,55
2015,6,Kensington and Chelsea,Violence Against the Person,Assault with Injury,83
2015,11,Kensington and Chelsea,Violence Against the Person,Assault with Injury,65
2015,8,Kensington and Chelsea,Violence Against the Person,Assault with Injury,78
2015,2,Westminster,Violence Against the Person,Assault with Injury,145
2015,8,Tower Hamlets,Violence Against the Person,Assault with Injury,138
2015,6,Tower Hamlets,Violence Against the Person,Assault with Injury,184
2015,11,Barking and Dagenham,Violence Against the Person,Assault with Injury,122
2015,5,Barking and Dagenham,Violence Against the Person,Assault with Injury,121
2015,8,Kingston upon Thames,Violence Against the Person,Assault with Injury,62
2015,7,Kingston upon Thames,Violence Against the Person,Assault with Injury,59
2015,11,Tower Hamlets,Violence Against the Person,Assault with Injury,153
2015,6,Richmond upon Thames,Violence Against the Person,Assault with Injury,48
2015,7,Richmond upon Thames,Violence Against the Person,Assault with Injury,51
2015,1,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,76
2015,10,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,103
2015,1,Waltham Forest,Violence Against the Person,Assault with Injury,139
2015,6,Barking and Dagenham,Violence Against the Person,Assault with Injury,140
2015,5,Richmond upon Thames,Violence Against the Person,Assault with Injury,54
2015,3,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,104
2015,7,Kensington and Chelsea,Violence Against the Person,Assault with Injury,69
2015,5,Kensington and Chelsea,Violence Against the Person,Assault with Injury,81
2015,4,Islington,Violence Against the Person,Assault with Injury,96
2015,11,Kingston upon Thames,Violence Against the Person,Assault with Injury,67
2015,6,Kingston upon Thames,Violence Against the Person,Assault with Injury,55
2016,4,Barnet,Violence Against the Person,Assault with Injury,119
2016,12,Bexley,Violence Against the Person,Assault with Injury,96
2016,2,Ealing,Violence Against the Person,Assault with Injury,140
2016,4,Ealing,Violence Against the Person,Assault with Injury,166
2016,12,Brent,Violence Against the Person,Assault with Injury,146
2016,9,Barnet,Violence Against the Person,Assault with Injury,128
2016,12,Camden,Violence Against the Person,Assault with Injury,138
2016,2,Barnet,Violence Against the Person,Assault with Injury,103
2016,9,Ealing,Violence Against the Person,Assault with Injury,164
2016,4,Merton,Violence Against the Person,Assault with Injury,56
2016,2,Merton,Violence Against the Person,Assault with Injury,68
2016,2,Newham,Violence Against the Person,Assault with Injury,168
2016,4,Newham,Violence Against the Person,Assault with Injury,159
2016,9,Newham,Violence Against the Person,Assault with Injury,154
2016,9,Sutton,Violence Against the Person,Assault with Injury,89
2016,4,Sutton,Violence Against the Person,Assault with Injury,73
2016,12,Bromley,Violence Against the Person,Assault with Injury,143
2016,9,Merton,Violence Against the Person,Assault with Injury,83
2016,10,Harrow,Violence Against the Person,Assault with Injury,85
2016,2,Sutton,Violence Against the Person,Assault with Injury,65
2016,1,Harrow,Violence Against the Person,Assault with Injury,79
2016,1,Croydon,Violence Against the Person,Assault with Injury,189
2016,3,Croydon,Violence Against the Person,Assault with Injury,171
2016,7,Enfield,Violence Against the Person,Assault with Injury,159
2016,8,Enfield,Violence Against the Person,Assault with Injury,129
2016,9,Hackney,Violence Against the Person,Assault with Injury,164
2016,2,Hackney,Violence Against the Person,Assault with Injury,108
2016,12,Lambeth,Violence Against the Person,Assault with Injury,189
2016,6,Enfield,Violence Against the Person,Assault with Injury,148
2016,5,Enfield,Violence Against the Person,Assault with Injury,159
2016,4,Hackney,Violence Against the Person,Assault with Injury,149
2016,10,Croydon,Violence Against the Person,Assault with Injury,203
2016,11,Enfield,Violence Against the Person,Assault with Injury,131
2016,3,Harrow,Violence Against the Person,Assault with Injury,61
2016,5,Haringey,Violence Against the Person,Assault with Injury,164
2016,8,Haringey,Violence Against the Person,Assault with Injury,145
2016,11,Haringey,Violence Against the Person,Assault with Injury,146
2016,3,Havering,Violence Against the Person,Assault with Injury,111
2016,4,Hounslow,Violence Against the Person,Assault with Injury,143
2016,2,Hounslow,Violence Against the Person,Assault with Injury,98
2016,10,Lewisham,Violence Against the Person,Assault with Injury,167
2016,3,Lewisham,Violence Against the Person,Assault with Injury,165
2016,6,Greenwich,Violence Against the Person,Assault with Injury,189
2016,5,Greenwich,Violence Against the Person,Assault with Injury,154
2016,11,Greenwich,Violence Against the Person,Assault with Injury,133
2016,6,Haringey,Violence Against the Person,Assault with Injury,165
2016,7,Haringey,Violence Against the Person,Assault with Injury,186
2016,8,Greenwich,Violence Against the Person,Assault with Injury,153
2016,7,Greenwich,Violence Against the Person,Assault with Injury,174
2016,1,Havering,Violence Against the Person,Assault with Injury,84
2016,9,Hounslow,Violence Against the Person,Assault with Injury,134
2016,1,Lewisham,Violence Against the Person,Assault with Injury,140
2016,8,Redbridge,Violence Against the Person,Assault with Injury,134
2016,6,Redbridge,Violence Against the Person,Assault with Injury,111
2016,7,Redbridge,Violence Against the Person,Assault with Injury,140
2016,9,Southwark,Violence Against the Person,Assault with Injury,156
2016,6,Hillingdon,Violence Against the Person,Assault with Injury,171
2016,5,Hillingdon,Violence Against the Person,Assault with Injury,176
2016,9,Wandsworth,Violence Against the Person,Assault with Injury,103
2016,4,Wandsworth,Violence Against the Person,Assault with Injury,123
2016,12,Islington,Violence Against the Person,Assault with Injury,116
2016,11,Redbridge,Violence Against the Person,Assault with Injury,98
2016,4,Southwark,Violence Against the Person,Assault with Injury,179
2016,7,Hillingdon,Violence Against the Person,Assault with Injury,175
2016,8,Hillingdon,Violence Against the Person,Assault with Injury,152
2016,11,Hillingdon,Violence Against the Person,Assault with Injury,123
2016,2,Southwark,Violence Against the Person,Assault with Injury,169
2016,10,Havering,Violence Against the Person,Assault with Injury,102
2016,2,Wandsworth,Violence Against the Person,Assault with Injury,117
2016,12,Westminster,Violence Against the Person,Assault with Injury,191
2016,4,Tower Hamlets,Violence Against the Person,Assault with Injury,148
2016,8,Waltham Forest,Violence Against the Person,Assault with Injury,148
2016,5,Waltham Forest,Violence Against the Person,Assault with Injury,145
2016,9,Barking and Dagenham,Violence Against the Person,Assault with Injury,123
2016,9,Kingston upon Thames,Violence Against the Person,Assault with Injury,59
2016,4,Richmond upon Thames,Violence Against the Person,Assault with Injury,63
2016,9,Kensington and Chelsea,Violence Against the Person,Assault with Injury,65
2016,2,Tower Hamlets,Violence Against the Person,Assault with Injury,130
2016,9,Tower Hamlets,Violence Against the Person,Assault with Injury,169
2016,7,Waltham Forest,Violence Against the Person,Assault with Injury,184
2016,4,Barking and Dagenham,Violence Against the Person,Assault with Injury,99
2016,2,Barking and Dagenham,Violence Against the Person,Assault with Injury,108
2016,4,Kingston upon Thames,Violence Against the Person,Assault with Injury,74
2016,6,Waltham Forest,Violence Against the Person,Assault with Injury,137
2016,11,Waltham Forest,Violence Against the Person,Assault with Injury,128
2016,8,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,117
2016,4,Kensington and Chelsea,Violence Against the Person,Assault with Injury,56
2016,5,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,133
2016,6,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,90
2016,5,Redbridge,Violence Against the Person,Assault with Injury,129
2016,11,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,97
2016,2,Kingston upon Thames,Violence Against the Person,Assault with Injury,54
2016,7,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,90
2016,2,Kensington and Chelsea,Violence Against the Person,Assault with Injury,45
2016,2,Richmond upon Thames,Violence Against the Person,Assault with Injury,46
2016,9,Richmond upon Thames,Violence Against the Person,Assault with Injury,50
2011,10,Brent,Drugs,Possession Of Drugs,326
2011,3,Brent,Drugs,Possession Of Drugs,315
2011,1,Brent,Drugs,Possession Of Drugs,265
2011,1,Bexley,Drugs,Possession Of Drugs,62
2011,10,Camden,Drugs,Possession Of Drugs,245
2011,3,Camden,Drugs,Possession Of Drugs,201
2011,1,Camden,Drugs,Possession Of Drugs,176
2011,12,Ealing,Drugs,Possession Of Drugs,170
2011,3,Bexley,Drugs,Possession Of Drugs,70
2011,12,Barnet,Drugs,Possession Of Drugs,89
2011,10,Bexley,Drugs,Possession Of Drugs,77
2011,7,Harrow,Drugs,Possession Of Drugs,61
2011,6,Harrow,Drugs,Possession Of Drugs,75
2011,12,Newham,Drugs,Possession Of Drugs,111
2011,11,Harrow,Drugs,Possession Of Drugs,38
2011,5,Harrow,Drugs,Possession Of Drugs,58
2011,8,Harrow,Drugs,Possession Of Drugs,40
2011,1,Bromley,Drugs,Possession Of Drugs,80
2011,3,Bromley,Drugs,Possession Of Drugs,88
2011,10,Bromley,Drugs,Possession Of Drugs,81
2011,6,Croydon,Drugs,Possession Of Drugs,120
2011,8,Croydon,Drugs,Possession Of Drugs,185
2011,12,Hackney,Drugs,Possession Of Drugs,123
2011,3,Lambeth,Drugs,Possession Of Drugs,168
2011,10,Lambeth,Drugs,Possession Of Drugs,224
2011,1,Lambeth,Drugs,Possession Of Drugs,236
2011,11,Croydon,Drugs,Possession Of Drugs,187
2011,7,Croydon,Drugs,Possession Of Drugs,226
2011,2,Enfield,Drugs,Possession Of Drugs,106
2011,12,Merton,Drugs,Possession Of Drugs,83
2011,4,Enfield,Drugs,Possession Of Drugs,104
2011,9,Enfield,Drugs,Possession Of Drugs,94
2011,8,Havering,Drugs,Possession Of Drugs,80
2011,7,Havering,Drugs,Possession Of Drugs,89
2011,5,Havering,Drugs,Possession Of Drugs,70
2011,11,Lewisham,Drugs,Possession Of Drugs,178
2011,6,Lewisham,Drugs,Possession Of Drugs,139
2011,5,Lewisham,Drugs,Possession Of Drugs,125
2011,8,Lewisham,Drugs,Possession Of Drugs,153
2011,4,Greenwich,Drugs,Possession Of Drugs,81
2011,9,Haringey,Drugs,Possession Of Drugs,115
2011,4,Haringey,Drugs,Possession Of Drugs,52
2011,2,Haringey,Drugs,Possession Of Drugs,118
2011,7,Lewisham,Drugs,Possession Of Drugs,134
2011,2,Greenwich,Drugs,Possession Of Drugs,124
2011,5,Croydon,Drugs,Possession Of Drugs,150
2011,12,Hounslow,Drugs,Possession Of Drugs,110
2011,9,Greenwich,Drugs,Possession Of Drugs,65
2011,10,Islington,Drugs,Possession Of Drugs,128
2011,4,Redbridge,Drugs,Possession Of Drugs,164
2011,12,Southwark,Drugs,Possession Of Drugs,260
2011,2,Hillingdon,Drugs,Possession Of Drugs,131
2011,4,Hillingdon,Drugs,Possession Of Drugs,87
2011,12,Wandsworth,Drugs,Possession Of Drugs,57
2011,6,Havering,Drugs,Possession Of Drugs,86
2011,1,Islington,Drugs,Possession Of Drugs,132
2011,3,Islington,Drugs,Possession Of Drugs,151
2011,1,Westminster,Drugs,Possession Of Drugs,371
2011,10,Westminster,Drugs,Possession Of Drugs,589
2011,3,Westminster,Drugs,Possession Of Drugs,398
2011,12,Tower Hamlets,Drugs,Possession Of Drugs,215
2011,4,Hammersmith and Fulham,Drugs,Possession Of Drugs,109
2011,12,Kensington and Chelsea,Drugs,Possession Of Drugs,76
2011,9,Waltham Forest,Drugs,Possession Of Drugs,72
2011,12,Barking and Dagenham,Drugs,Possession Of Drugs,56
2011,12,Kingston upon Thames,Drugs,Possession Of Drugs,42
2011,4,Waltham Forest,Drugs,Possession Of Drugs,81
2011,2,Waltham Forest,Drugs,Possession Of Drugs,112
2011,9,Hammersmith and Fulham,Drugs,Possession Of Drugs,160
2011,9,Redbridge,Drugs,Possession Of Drugs,125
2011,2,Redbridge,Drugs,Possession Of Drugs,195
2011,12,Richmond upon Thames,Drugs,Possession Of Drugs,24
2011,2,Hammersmith and Fulham,Drugs,Possession Of Drugs,87
2011,11,Havering,Drugs,Possession Of Drugs,74
2012,9,Brent,Drugs,Possession Of Drugs,257
2012,4,Brent,Drugs,Possession Of Drugs,213
2012,2,Brent,Drugs,Possession Of Drugs,253
2012,8,Barnet,Drugs,Possession Of Drugs,79
2012,7,Barnet,Drugs,Possession Of Drugs,74
2012,11,Barnet,Drugs,Possession Of Drugs,69
2012,2,Bexley,Drugs,Possession Of Drugs,47
2012,4,Bexley,Drugs,Possession Of Drugs,50
2012,9,Bexley,Drugs,Possession Of Drugs,59
2012,4,Camden,Drugs,Possession Of Drugs,150
2012,2,Camden,Drugs,Possession Of Drugs,144
2012,8,Ealing,Drugs,Possession Of Drugs,190
2012,7,Ealing,Drugs,Possession Of Drugs,159
2012,5,Ealing,Drugs,Possession Of Drugs,149
2012,11,Ealing,Drugs,Possession Of Drugs,189
2012,9,Camden,Drugs,Possession Of Drugs,147
2012,6,Barnet,Drugs,Possession Of Drugs,62
2012,5,Barnet,Drugs,Possession Of Drugs,55
2012,6,Ealing,Drugs,Possession Of Drugs,166
2012,5,Newham,Drugs,Possession Of Drugs,112
2012,6,Newham,Drugs,Possession Of Drugs,168
2012,8,Newham,Drugs,Possession Of Drugs,207
2012,5,Sutton,Drugs,Possession Of Drugs,33
2012,7,Sutton,Drugs,Possession Of Drugs,48
2012,6,Merton,Drugs,Possession Of Drugs,60
2012,5,Merton,Drugs,Possession Of Drugs,60
2012,8,Merton,Drugs,Possession Of Drugs,66
2012,11,Newham,Drugs,Possession Of Drugs,111
2012,8,Sutton,Drugs,Possession Of Drugs,44
2012,9,Bromley,Drugs,Possession Of Drugs,71
2012,11,Merton,Drugs,Possession Of Drugs,56
2012,7,Merton,Drugs,Possession Of Drugs,71
2012,7,Newham,Drugs,Possession Of Drugs,202
2012,2,Bromley,Drugs,Possession Of Drugs,66
2012,4,Bromley,Drugs,Possession Of Drugs,76
2012,10,Enfield,Drugs,Possession Of Drugs,87
2012,7,Hackney,Drugs,Possession Of Drugs,132
2012,6,Hackney,Drugs,Possession Of Drugs,299
2012,2,Lambeth,Drugs,Possession Of Drugs,174
2012,3,Enfield,Drugs,Possession Of Drugs,90
2012,8,Hackney,Drugs,Possession Of Drugs,161
2012,4,Lambeth,Drugs,Possession Of Drugs,155
2012,9,Lambeth,Drugs,Possession Of Drugs,148
2012,12,Croydon,Drugs,Possession Of Drugs,183
2012,5,Hackney,Drugs,Possession Of Drugs,155
2012,11,Hackney,Drugs,Possession Of Drugs,133
2012,12,Havering,Drugs,Possession Of Drugs,105
2012,6,Hounslow,Drugs,Possession Of Drugs,122
2012,8,Hounslow,Drugs,Possession Of Drugs,119
2012,11,Hounslow,Drugs,Possession Of Drugs,107
2012,12,Lewisham,Drugs,Possession Of Drugs,70
2012,3,Greenwich,Drugs,Possession Of Drugs,100
2012,10,Haringey,Drugs,Possession Of Drugs,110
2012,3,Haringey,Drugs,Possession Of Drugs,115
2012,1,Greenwich,Drugs,Possession Of Drugs,149
2012,10,Greenwich,Drugs,Possession Of Drugs,103
2012,1,Enfield,Drugs,Possession Of Drugs,85
2012,7,Hounslow,Drugs,Possession Of Drugs,140
2012,5,Hounslow,Drugs,Possession Of Drugs,114
2012,1,Redbridge,Drugs,Possession Of Drugs,210
2012,3,Redbridge,Drugs,Possession Of Drugs,155
2012,6,Southwark,Drugs,Possession Of Drugs,146
2012,5,Southwark,Drugs,Possession Of Drugs,157
2012,11,Southwark,Drugs,Possession Of Drugs,154
2012,10,Hillingdon,Drugs,Possession Of Drugs,97
2012,11,Wandsworth,Drugs,Possession Of Drugs,75
2012,6,Wandsworth,Drugs,Possession Of Drugs,76
2012,8,Wandsworth,Drugs,Possession Of Drugs,106
2012,5,Wandsworth,Drugs,Possession Of Drugs,84
2012,4,Islington,Drugs,Possession Of Drugs,104
2012,9,Islington,Drugs,Possession Of Drugs,135
2012,8,Southwark,Drugs,Possession Of Drugs,192
2012,7,Southwark,Drugs,Possession Of Drugs,230
2012,3,Hillingdon,Drugs,Possession Of Drugs,82
2012,10,Redbridge,Drugs,Possession Of Drugs,127
2012,1,Hillingdon,Drugs,Possession Of Drugs,84
2012,7,Wandsworth,Drugs,Possession Of Drugs,80
2012,1,Haringey,Drugs,Possession Of Drugs,140
2012,2,Islington,Drugs,Possession Of Drugs,139
2012,4,Westminster,Drugs,Possession Of Drugs,328
2012,8,Tower Hamlets,Drugs,Possession Of Drugs,244
2012,6,Tower Hamlets,Drugs,Possession Of Drugs,584
2012,5,Tower Hamlets,Drugs,Possession Of Drugs,199
2012,3,Waltham Forest,Drugs,Possession Of Drugs,96
2012,5,Barking and Dagenham,Drugs,Possession Of Drugs,67
2012,6,Kingston upon Thames,Drugs,Possession Of Drugs,28
2012,5,Kingston upon Thames,Drugs,Possession Of Drugs,24
2012,8,Kingston upon Thames,Drugs,Possession Of Drugs,28
2012,10,Hammersmith and Fulham,Drugs,Possession Of Drugs,135
2012,8,Kensington and Chelsea,Drugs,Possession Of Drugs,288
2012,7,Kensington and Chelsea,Drugs,Possession Of Drugs,84
2012,6,Kensington and Chelsea,Drugs,Possession Of Drugs,97
2012,5,Kensington and Chelsea,Drugs,Possession Of Drugs,88
2012,2,Westminster,Drugs,Possession Of Drugs,372
2012,7,Tower Hamlets,Drugs,Possession Of Drugs,228
2012,10,Waltham Forest,Drugs,Possession Of Drugs,101
2012,11,Barking and Dagenham,Drugs,Possession Of Drugs,113
2012,8,Barking and Dagenham,Drugs,Possession Of Drugs,74
2012,1,Waltham Forest,Drugs,Possession Of Drugs,69
2012,7,Barking and Dagenham,Drugs,Possession Of Drugs,80
2012,11,Kensington and Chelsea,Drugs,Possession Of Drugs,91
2012,11,Tower Hamlets,Drugs,Possession Of Drugs,218
2012,5,Richmond upon Thames,Drugs,Possession Of Drugs,53
