year,month,borough,major_category,minor_category,total_crimes
2012,5,Brent,Violence Against the Person,Murder,1
2012,8,Lambeth,Violence Against the Person,Murder,1
2012,2,Lewisham,Violence Against the Person,Murder,1
2012,10,Hounslow,Violence Against the Person,Murder,1
2013,1,Lambeth,Violence Against the Person,Murder,2
2013,3,Westminster,Violence Against the Person,Murder,2
2013,5,Lewisham,Violence Against the Person,Murder,1
2014,3,Islington,Violence Against the Person,Murder,1
2016,8,Islington,Violence Against the Person,Murder,1
2011,4,Brent,Violence Against the Person,Harassment,155
2011,9,Brent,Violence Against the Person,Harassment,197
2011,6,Barnet,Violence Against the Person,Harassment,120
2011,2,Bexley,Violence Against the Person,Harassment,73
2011,9,Camden,Violence Against the Person,Harassment,130
2011,7,Ealing,Violence Against the Person,Harassment,167
2011,5,Ealing,Violence Against the Person,Harassment,173
2011,8,Ealing,Violence Against the Person,Harassment,185
2011,11,Barnet,Violence Against the Person,Harassment,111
2011,5,Barnet,Violence Against the Person,Harassment,102
2011,4,Camden,Violence Against the Person,Harassment,116
2011,2,Camden,Violence Against the Person,Harassment,123
2011,11,Ealing,Violence Against the Person,Harassment,145
2011,2,Brent,Violence Against the Person,Harassment,145
2011,7,Barnet,Violence Against the Person,Harassment,98
2011,9,Bexley,Violence Against the Person,Harassment,57
2011,4,Bexley,Violence Against the Person,Harassment,63
2011,6,Ealing,Violence Against the Person,Harassment,214
2011,8,Barnet,Violence Against the Person,Harassment,93
2011,12,Harrow,Violence Against the Person,Harassment,77
2011,8,Merton,Violence Against the Person,Harassment,56
2011,11,Merton,Violence Against the Person,Harassment,56
2011,7,Merton,Violence Against the Person,Harassment,61
2011,6,Newham,Violence Against the Person,Harassment,103
2011,7,Newham,Violence Against the Person,Harassment,119
2011,11,Newham,Violence Against the Person,Harassment,127
2011,8,Newham,Violence Against the Person,Harassment,146
2011,11,Sutton,Violence Against the Person,Harassment,39
2011,2,Bromley,Violence Against the Person,Harassment,133
2011,4,Bromley,Violence Against the Person,Harassment,114
2011,5,Sutton,Violence Against the Person,Harassment,33
2011,9,Bromley,Violence Against the Person,Harassment,117
2011,5,Merton,Violence Against the Person,Harassment,39
2011,7,Sutton,Violence Against the Person,Harassment,51
2011,6,Merton,Violence Against the Person,Harassment,59
2011,5,Newham,Violence Against the Person,Harassment,108
2011,12,Croydon,Violence Against the Person,Harassment,105
2011,6,Hackney,Violence Against the Person,Harassment,79
2011,2,Lambeth,Violence Against the Person,Harassment,100
2011,4,Lambeth,Violence Against the Person,Harassment,131
2011,1,Enfield,Violence Against the Person,Harassment,71
2011,3,Enfield,Violence Against the Person,Harassment,75
2011,10,Enfield,Violence Against the Person,Harassment,52
2011,11,Hackney,Violence Against the Person,Harassment,97
2011,6,Sutton,Violence Against the Person,Harassment,29
2011,8,Hackney,Violence Against the Person,Harassment,85
2011,5,Hackney,Violence Against the Person,Harassment,100
2011,9,Lambeth,Violence Against the Person,Harassment,146
2011,10,Haringey,Violence Against the Person,Harassment,87
2011,1,Haringey,Violence Against the Person,Harassment,70
2011,8,Hounslow,Violence Against the Person,Harassment,116
2011,7,Hounslow,Violence Against the Person,Harassment,106
2011,1,Greenwich,Violence Against the Person,Harassment,56
2011,3,Greenwich,Violence Against the Person,Harassment,73
2011,5,Hounslow,Violence Against the Person,Harassment,137
2011,11,Hounslow,Violence Against the Person,Harassment,119
2011,6,Hounslow,Violence Against the Person,Harassment,115
2011,12,Lewisham,Violence Against the Person,Harassment,140
2011,10,Greenwich,Violence Against the Person,Harassment,96
2011,12,Havering,Violence Against the Person,Harassment,51
2011,4,Islington,Violence Against the Person,Harassment,163
2011,10,Redbridge,Violence Against the Person,Harassment,79
2011,7,Southwark,Violence Against the Person,Harassment,106
2011,11,Southwark,Violence Against the Person,Harassment,115
2011,8,Wandsworth,Violence Against the Person,Harassment,64
2011,6,Wandsworth,Violence Against the Person,Harassment,94
2011,1,Redbridge,Violence Against the Person,Harassment,86
2011,3,Redbridge,Violence Against the Person,Harassment,96
2011,8,Southwark,Violence Against the Person,Harassment,123
2011,3,Hillingdon,Violence Against the Person,Harassment,141
2011,1,Hillingdon,Violence Against the Person,Harassment,126
2011,7,Wandsworth,Violence Against the Person,Harassment,86
2011,11,Wandsworth,Violence Against the Person,Harassment,73
2011,5,Wandsworth,Violence Against the Person,Harassment,62
2011,3,Haringey,Violence Against the Person,Harassment,48
2011,10,Hillingdon,Violence Against the Person,Harassment,162
2011,9,Islington,Violence Against the Person,Harassment,116
2011,2,Islington,Violence Against the Person,Harassment,134
2011,7,Tower Hamlets,Violence Against the Person,Harassment,134
2011,4,Westminster,Violence Against the Person,Harassment,162
2011,5,Tower Hamlets,Violence Against the Person,Harassment,125
2011,11,Tower Hamlets,Violence Against the Person,Harassment,130
2011,10,Waltham Forest,Violence Against the Person,Harassment,111
2011,1,Waltham Forest,Violence Against the Person,Harassment,141
2011,3,Waltham Forest,Violence Against the Person,Harassment,97
2011,6,Barking and Dagenham,Violence Against the Person,Harassment,64
2011,8,Barking and Dagenham,Violence Against the Person,Harassment,79
2011,7,Richmond upon Thames,Violence Against the Person,Harassment,52
2011,6,Richmond upon Thames,Violence Against the Person,Harassment,37
2011,3,Hammersmith and Fulham,Violence Against the Person,Harassment,128
2011,6,Kensington and Chelsea,Violence Against the Person,Harassment,62
2011,11,Kensington and Chelsea,Violence Against the Person,Harassment,70
2011,7,Hackney,Violence Against the Person,Harassment,107
2011,7,Barking and Dagenham,Violence Against the Person,Harassment,68
2011,11,Barking and Dagenham,Violence Against the Person,Harassment,79
2011,5,Kingston upon Thames,Violence Against the Person,Harassment,21
2011,8,Kingston upon Thames,Violence Against the Person,Harassment,26
2011,11,Richmond upon Thames,Violence Against the Person,Harassment,34
2011,5,Barking and Dagenham,Violence Against the Person,Harassment,77
2011,11,Kingston upon Thames,Violence Against the Person,Harassment,23
2011,2,Westminster,Violence Against the Person,Harassment,153
2011,9,Westminster,Violence Against the Person,Harassment,171
2011,5,Richmond upon Thames,Violence Against the Person,Harassment,43
2011,7,Kensington and Chelsea,Violence Against the Person,Harassment,61
2011,5,Kensington and Chelsea,Violence Against the Person,Harassment,84
2011,5,Southwark,Violence Against the Person,Harassment,117
2011,6,Southwark,Violence Against the Person,Harassment,117
2011,8,Kensington and Chelsea,Violence Against the Person,Harassment,86
2011,6,Tower Hamlets,Violence Against the Person,Harassment,119
2011,8,Tower Hamlets,Violence Against the Person,Harassment,119
2011,10,Hammersmith and Fulham,Violence Against the Person,Harassment,146
2011,1,Hammersmith and Fulham,Violence Against the Person,Harassment,106
2011,8,Richmond upon Thames,Violence Against the Person,Harassment,56
2012,1,Brent,Violence Against the Person,Harassment,169
2012,12,Barnet,Violence Against the Person,Harassment,97
2012,12,Ealing,Violence Against the Person,Harassment,150
2012,3,Brent,Violence Against the Person,Harassment,174
2012,10,Brent,Violence Against the Person,Harassment,162
2012,10,Bexley,Violence Against the Person,Harassment,67
2012,1,Bexley,Violence Against the Person,Harassment,51
2012,3,Camden,Violence Against the Person,Harassment,117
2012,1,Camden,Violence Against the Person,Harassment,109
2012,10,Camden,Violence Against the Person,Harassment,129
2012,3,Bexley,Violence Against the Person,Harassment,61
2012,7,Harrow,Violence Against the Person,Harassment,77
2012,5,Harrow,Violence Against the Person,Harassment,77
2012,6,Harrow,Violence Against the Person,Harassment,87
2012,8,Harrow,Violence Against the Person,Harassment,75
2012,12,Merton,Violence Against the Person,Harassment,64
2012,12,Newham,Violence Against the Person,Harassment,108
2012,12,Sutton,Violence Against the Person,Harassment,52
2012,3,Bromley,Violence Against the Person,Harassment,120
2012,10,Bromley,Violence Against the Person,Harassment,99
2012,1,Bromley,Violence Against the Person,Harassment,113
2012,11,Harrow,Violence Against the Person,Harassment,60
2012,6,Croydon,Violence Against the Person,Harassment,146
2012,11,Croydon,Violence Against the Person,Harassment,147
2012,4,Enfield,Violence Against the Person,Harassment,99
2012,9,Enfield,Violence Against the Person,Harassment,93
2012,12,Hackney,Violence Against the Person,Harassment,124
2012,10,Lambeth,Violence Against the Person,Harassment,142
2012,8,Croydon,Violence Against the Person,Harassment,157
2012,5,Croydon,Violence Against the Person,Harassment,161
2012,7,Croydon,Violence Against the Person,Harassment,175
2012,3,Lambeth,Violence Against the Person,Harassment,146
2012,2,Enfield,Violence Against the Person,Harassment,63
2012,1,Lambeth,Violence Against the Person,Harassment,129
2012,4,Haringey,Violence Against the Person,Harassment,105
2012,5,Havering,Violence Against the Person,Harassment,88
2012,12,Hounslow,Violence Against the Person,Harassment,113
2012,5,Lewisham,Violence Against the Person,Harassment,148
2012,11,Lewisham,Violence Against the Person,Harassment,138
2012,4,Greenwich,Violence Against the Person,Harassment,129
2012,2,Greenwich,Violence Against the Person,Harassment,77
2012,9,Haringey,Violence Against the Person,Harassment,116
2012,2,Haringey,Violence Against the Person,Harassment,65
2012,11,Havering,Violence Against the Person,Harassment,105
2012,7,Havering,Violence Against the Person,Harassment,78
2012,7,Lewisham,Violence Against the Person,Harassment,173
2012,8,Lewisham,Violence Against the Person,Harassment,181
2012,6,Lewisham,Violence Against the Person,Harassment,161
2012,9,Greenwich,Violence Against the Person,Harassment,109
2012,1,Islington,Violence Against the Person,Harassment,114
2012,9,Redbridge,Violence Against the Person,Harassment,95
2012,4,Redbridge,Violence Against the Person,Harassment,118
2012,2,Redbridge,Violence Against the Person,Harassment,95
2012,12,Southwark,Violence Against the Person,Harassment,125
2012,12,Wandsworth,Violence Against the Person,Harassment,80
2012,4,Hillingdon,Violence Against the Person,Harassment,130
2012,3,Islington,Violence Against the Person,Harassment,136
2012,10,Islington,Violence Against the Person,Harassment,134
2012,9,Hillingdon,Violence Against the Person,Harassment,127
2012,2,Hillingdon,Violence Against the Person,Harassment,111
2012,6,Havering,Violence Against the Person,Harassment,80
2012,10,Westminster,Violence Against the Person,Harassment,160
2012,12,Tower Hamlets,Violence Against the Person,Harassment,136
2012,3,Westminster,Violence Against the Person,Harassment,187
2012,2,Waltham Forest,Violence Against the Person,Harassment,73
2012,12,Barking and Dagenham,Violence Against the Person,Harassment,72
2012,2,Hammersmith and Fulham,Violence Against the Person,Harassment,131
2012,12,Kensington and Chelsea,Violence Against the Person,Harassment,62
2012,1,Westminster,Violence Against the Person,Harassment,208
2012,4,Waltham Forest,Violence Against the Person,Harassment,125
2012,12,Richmond upon Thames,Violence Against the Person,Harassment,63
2012,12,Kingston upon Thames,Violence Against the Person,Harassment,51
2012,9,Hammersmith and Fulham,Violence Against the Person,Harassment,128
2012,8,Havering,Violence Against the Person,Harassment,101
2012,4,Hammersmith and Fulham,Violence Against the Person,Harassment,127
2012,9,Waltham Forest,Violence Against the Person,Harassment,127
2013,2,Barnet,Violence Against the Person,Harassment,120
2013,4,Barnet,Violence Against the Person,Harassment,111
2013,9,Barnet,Violence Against the Person,Harassment,98
2013,2,Ealing,Violence Against the Person,Harassment,173
2013,4,Ealing,Violence Against the Person,Harassment,153
2013,12,Brent,Violence Against the Person,Harassment,131
2013,12,Bexley,Violence Against the Person,Harassment,73
2013,9,Ealing,Violence Against the Person,Harassment,148
2013,12,Camden,Violence Against the Person,Harassment,109
2013,9,Merton,Violence Against the Person,Harassment,69
2013,2,Merton,Violence Against the Person,Harassment,46
2013,2,Sutton,Violence Against the Person,Harassment,34
2013,4,Sutton,Violence Against the Person,Harassment,57
2013,9,Sutton,Violence Against the Person,Harassment,62
2013,12,Bromley,Violence Against the Person,Harassment,103
2013,3,Harrow,Violence Against the Person,Harassment,65
2013,10,Harrow,Violence Against the Person,Harassment,56
2013,4,Newham,Violence Against the Person,Harassment,124
2013,9,Newham,Violence Against the Person,Harassment,114
2013,1,Harrow,Violence Against the Person,Harassment,90
2013,4,Merton,Violence Against the Person,Harassment,48
2013,2,Newham,Violence Against the Person,Harassment,101
2013,10,Croydon,Violence Against the Person,Harassment,131
2013,11,Enfield,Violence Against the Person,Harassment,131
2013,9,Hackney,Violence Against the Person,Harassment,135
2013,12,Lambeth,Violence Against the Person,Harassment,172
2013,3,Croydon,Violence Against the Person,Harassment,124
2013,1,Croydon,Violence Against the Person,Harassment,120
2013,7,Enfield,Violence Against the Person,Harassment,122
2013,6,Enfield,Violence Against the Person,Harassment,121
2013,4,Hackney,Violence Against the Person,Harassment,142
2013,8,Enfield,Violence Against the Person,Harassment,122
2013,5,Enfield,Violence Against the Person,Harassment,102
2013,2,Hackney,Violence Against the Person,Harassment,124
2013,6,Haringey,Violence Against the Person,Harassment,82
2013,10,Havering,Violence Against the Person,Harassment,90
2013,1,Havering,Violence Against the Person,Harassment,79
2013,4,Hounslow,Violence Against the Person,Harassment,103
2013,9,Hounslow,Violence Against the Person,Harassment,161
2013,1,Lewisham,Violence Against the Person,Harassment,113
2013,10,Lewisham,Violence Against the Person,Harassment,159
2013,3,Lewisham,Violence Against the Person,Harassment,137
2013,6,Greenwich,Violence Against the Person,Harassment,143
2013,7,Greenwich,Violence Against the Person,Harassment,162
2013,5,Greenwich,Violence Against the Person,Harassment,119
2013,11,Greenwich,Violence Against the Person,Harassment,106
2013,11,Haringey,Violence Against the Person,Harassment,99
2013,7,Haringey,Violence Against the Person,Harassment,96
2013,2,Hounslow,Violence Against the Person,Harassment,114
2013,5,Haringey,Violence Against the Person,Harassment,80
2013,8,Haringey,Violence Against the Person,Harassment,65
2013,6,Redbridge,Violence Against the Person,Harassment,110
2013,8,Redbridge,Violence Against the Person,Harassment,89
2013,5,Redbridge,Violence Against the Person,Harassment,115
2013,11,Redbridge,Violence Against the Person,Harassment,117
2013,2,Southwark,Violence Against the Person,Harassment,138
2013,9,Southwark,Violence Against the Person,Harassment,146
2013,4,Southwark,Violence Against the Person,Harassment,135
2013,6,Hillingdon,Violence Against the Person,Harassment,138
2013,9,Wandsworth,Violence Against the Person,Harassment,78
2013,12,Islington,Violence Against the Person,Harassment,145
2013,8,Hillingdon,Violence Against the Person,Harassment,104
2013,11,Hillingdon,Violence Against the Person,Harassment,117
2013,5,Hillingdon,Violence Against the Person,Harassment,107
2013,7,Hillingdon,Violence Against the Person,Harassment,151
2013,2,Wandsworth,Violence Against the Person,Harassment,88
2013,4,Wandsworth,Violence Against the Person,Harassment,88
2013,7,Redbridge,Violence Against the Person,Harassment,112
2013,12,Westminster,Violence Against the Person,Harassment,180
2013,9,Tower Hamlets,Violence Against the Person,Harassment,157
2013,4,Tower Hamlets,Violence Against the Person,Harassment,154
2013,8,Waltham Forest,Violence Against the Person,Harassment,154
2013,11,Waltham Forest,Violence Against the Person,Harassment,125
2013,4,Barking and Dagenham,Violence Against the Person,Harassment,62
2013,4,Richmond upon Thames,Violence Against the Person,Harassment,59
2013,6,Hammersmith and Fulham,Violence Against the Person,Harassment,108
2013,5,Hammersmith and Fulham,Violence Against the Person,Harassment,111
2013,11,Hammersmith and Fulham,Violence Against the Person,Harassment,124
2013,2,Kensington and Chelsea,Violence Against the Person,Harassment,63
2013,4,Kensington and Chelsea,Violence Against the Person,Harassment,58
2013,2,Tower Hamlets,Violence Against the Person,Harassment,121
2013,4,Kingston upon Thames,Violence Against the Person,Harassment,50
2013,2,Richmond upon Thames,Violence Against the Person,Harassment,48
2013,9,Richmond upon Thames,Violence Against the Person,Harassment,54
2013,8,Hammersmith and Fulham,Violence Against the Person,Harassment,109
2013,6,Waltham Forest,Violence Against the Person,Harassment,144
2013,7,Waltham Forest,Violence Against the Person,Harassment,144
2013,5,Waltham Forest,Violence Against the Person,Harassment,111
2013,9,Barking and Dagenham,Violence Against the Person,Harassment,98
2013,2,Barking and Dagenham,Violence Against the Person,Harassment,63
2013,7,Hammersmith and Fulham,Violence Against the Person,Harassment,114
2013,2,Kingston upon Thames,Violence Against the Person,Harassment,32
2013,9,Kingston upon Thames,Violence Against the Person,Harassment,38
2014,4,Barnet,Violence Against the Person,Harassment,156
2014,12,Camden,Violence Against the Person,Harassment,163
2014,4,Ealing,Violence Against the Person,Harassment,171
2014,9,Ealing,Violence Against the Person,Harassment,207
2014,2,Ealing,Violence Against the Person,Harassment,137
2014,12,Brent,Violence Against the Person,Harassment,178
2014,2,Barnet,Violence Against the Person,Harassment,125
2014,9,Barnet,Violence Against the Person,Harassment,172
2014,12,Bexley,Violence Against the Person,Harassment,90
2014,9,Merton,Violence Against the Person,Harassment,88
2014,10,Harrow,Violence Against the Person,Harassment,103
2014,2,Merton,Violence Against the Person,Harassment,62
2014,4,Newham,Violence Against the Person,Harassment,161
2014,2,Newham,Violence Against the Person,Harassment,133
2014,2,Sutton,Violence Against the Person,Harassment,64
2014,9,Sutton,Violence Against the Person,Harassment,68
2014,4,Sutton,Violence Against the Person,Harassment,58
2014,12,Bromley,Violence Against the Person,Harassment,183
2014,3,Harrow,Violence Against the Person,Harassment,94
2014,1,Harrow,Violence Against the Person,Harassment,70
2014,9,Newham,Violence Against the Person,Harassment,170
2014,4,Merton,Violence Against the Person,Harassment,65
2014,10,Croydon,Violence Against the Person,Harassment,238
2014,3,Croydon,Violence Against the Person,Harassment,145
2014,5,Enfield,Violence Against the Person,Harassment,124
2014,8,Enfield,Violence Against the Person,Harassment,148
2014,9,Hackney,Violence Against the Person,Harassment,195
2014,2,Hackney,Violence Against the Person,Harassment,116
2014,4,Hackney,Violence Against the Person,Harassment,152
2014,12,Lambeth,Violence Against the Person,Harassment,252
2014,1,Croydon,Violence Against the Person,Harassment,148
2014,11,Enfield,Violence Against the Person,Harassment,171
2014,7,Enfield,Violence Against the Person,Harassment,168
2014,6,Enfield,Violence Against the Person,Harassment,137
2014,5,Haringey,Violence Against the Person,Harassment,121
2014,8,Haringey,Violence Against the Person,Harassment,148
2014,1,Havering,Violence Against the Person,Harassment,76
2014,2,Hounslow,Violence Against the Person,Harassment,139
2014,9,Hounslow,Violence Against the Person,Harassment,190
2014,10,Lewisham,Violence Against the Person,Harassment,199
2014,5,Greenwich,Violence Against the Person,Harassment,136
2014,6,Greenwich,Violence Against the Person,Harassment,167
2014,7,Haringey,Violence Against the Person,Harassment,168
2014,6,Haringey,Violence Against the Person,Harassment,130
2014,10,Havering,Violence Against the Person,Harassment,117
2014,3,Havering,Violence Against the Person,Harassment,98
2014,4,Hounslow,Violence Against the Person,Harassment,149
2014,3,Lewisham,Violence Against the Person,Harassment,138
2014,11,Greenwich,Violence Against the Person,Harassment,159
2014,8,Greenwich,Violence Against the Person,Harassment,165
2014,11,Haringey,Violence Against the Person,Harassment,162
2014,1,Lewisham,Violence Against the Person,Harassment,144
2014,7,Greenwich,Violence Against the Person,Harassment,192
2014,12,Islington,Violence Against the Person,Harassment,220
2014,7,Redbridge,Violence Against the Person,Harassment,171
2014,11,Redbridge,Violence Against the Person,Harassment,167
2014,5,Redbridge,Violence Against the Person,Harassment,117
2014,9,Southwark,Violence Against the Person,Harassment,212
2014,2,Southwark,Violence Against the Person,Harassment,131
2014,4,Southwark,Violence Against the Person,Harassment,140
2014,5,Hillingdon,Violence Against the Person,Harassment,210
2014,6,Hillingdon,Violence Against the Person,Harassment,190
2014,8,Hillingdon,Violence Against the Person,Harassment,187
2014,8,Redbridge,Violence Against the Person,Harassment,147
2014,6,Redbridge,Violence Against the Person,Harassment,175
2014,7,Hillingdon,Violence Against the Person,Harassment,229
2014,4,Wandsworth,Violence Against the Person,Harassment,92
2014,11,Hillingdon,Violence Against the Person,Harassment,168
2014,9,Wandsworth,Violence Against the Person,Harassment,158
2014,12,Westminster,Violence Against the Person,Harassment,175
2014,2,Tower Hamlets,Violence Against the Person,Harassment,149
2014,4,Tower Hamlets,Violence Against the Person,Harassment,147
2014,11,Waltham Forest,Violence Against the Person,Harassment,177
2014,5,Waltham Forest,Violence Against the Person,Harassment,166
2014,6,Waltham Forest,Violence Against the Person,Harassment,159
2014,2,Barking and Dagenham,Violence Against the Person,Harassment,94
2014,9,Barking and Dagenham,Violence Against the Person,Harassment,150
2014,9,Richmond upon Thames,Violence Against the Person,Harassment,73
2014,5,Hammersmith and Fulham,Violence Against the Person,Harassment,182
2014,7,Hammersmith and Fulham,Violence Against the Person,Harassment,126
2014,8,Hammersmith and Fulham,Violence Against the Person,Harassment,136
2014,2,Kensington and Chelsea,Violence Against the Person,Harassment,72
2014,9,Tower Hamlets,Violence Against the Person,Harassment,223
2014,8,Waltham Forest,Violence Against the Person,Harassment,164
2014,7,Waltham Forest,Violence Against the Person,Harassment,196
2014,4,Barking and Dagenham,Violence Against the Person,Harassment,109
2014,4,Richmond upon Thames,Violence Against the Person,Harassment,58
2014,11,Hammersmith and Fulham,Violence Against the Person,Harassment,159
2014,4,Kensington and Chelsea,Violence Against the Person,Harassment,102
2014,2,Kingston upon Thames,Violence Against the Person,Harassment,32
2014,9,Kingston upon Thames,Violence Against the Person,Harassment,98
2014,2,Wandsworth,Violence Against the Person,Harassment,82
2014,6,Hammersmith and Fulham,Violence Against the Person,Harassment,161
2014,2,Richmond upon Thames,Violence Against the Person,Harassment,43
2015,9,Barnet,Violence Against the Person,Harassment,235
2015,2,Barnet,Violence Against the Person,Harassment,175
2015,12,Bexley,Violence Against the Person,Harassment,116
2015,4,Ealing,Violence Against the Person,Harassment,196
2015,2,Ealing,Violence Against the Person,Harassment,230
2015,12,Brent,Violence Against the Person,Harassment,258
2015,4,Barnet,Violence Against the Person,Harassment,184
2015,12,Camden,Violence Against the Person,Harassment,244
2015,9,Ealing,Violence Against the Person,Harassment,273
2015,6,City of London,Violence Against the Person,Harassment,1
2015,10,Harrow,Violence Against the Person,Harassment,130
2015,3,Harrow,Violence Against the Person,Harassment,112
2015,1,Harrow,Violence Against the Person,Harassment,99
2015,9,Merton,Violence Against the Person,Harassment,98
2015,2,Newham,Violence Against the Person,Harassment,155
2015,4,Newham,Violence Against the Person,Harassment,181
2015,9,Newham,Violence Against the Person,Harassment,235
2015,4,Sutton,Violence Against the Person,Harassment,92
2015,9,Sutton,Violence Against the Person,Harassment,89
2015,4,Merton,Violence Against the Person,Harassment,68
2015,12,Bromley,Violence Against the Person,Harassment,199
2015,2,Merton,Violence Against the Person,Harassment,72
2015,2,Sutton,Violence Against the Person,Harassment,91
2015,10,Croydon,Violence Against the Person,Harassment,263
2015,1,Croydon,Violence Against the Person,Harassment,213
2015,3,Croydon,Violence Against the Person,Harassment,249
2015,7,Enfield,Violence Against the Person,Harassment,203
2015,8,Enfield,Violence Against the Person,Harassment,192
2015,5,Enfield,Violence Against the Person,Harassment,180
2015,11,Enfield,Violence Against the Person,Harassment,209
2015,9,Hackney,Violence Against the Person,Harassment,212
2015,4,Hackney,Violence Against the Person,Harassment,191
2015,12,Lambeth,Violence Against the Person,Harassment,261
2015,6,Enfield,Violence Against the Person,Harassment,197
2015,2,Hackney,Violence Against the Person,Harassment,183
2015,11,Haringey,Violence Against the Person,Harassment,200
2015,6,Haringey,Violence Against the Person,Harassment,198
2015,7,Haringey,Violence Against the Person,Harassment,206
2015,4,Hounslow,Violence Against the Person,Harassment,148
2015,2,Hounslow,Violence Against the Person,Harassment,181
2015,1,Lewisham,Violence Against the Person,Harassment,195
2015,3,Lewisham,Violence Against the Person,Harassment,214
2015,10,Lewisham,Violence Against the Person,Harassment,249
2015,8,Greenwich,Violence Against the Person,Harassment,230
2015,6,Greenwich,Violence Against the Person,Harassment,193
2015,11,Greenwich,Violence Against the Person,Harassment,265
2015,5,Greenwich,Violence Against the Person,Harassment,240
2015,10,Havering,Violence Against the Person,Harassment,172
2015,3,Havering,Violence Against the Person,Harassment,125
2015,1,Havering,Violence Against the Person,Harassment,120
2015,9,Hounslow,Violence Against the Person,Harassment,216
2015,7,Greenwich,Violence Against the Person,Harassment,218
2015,5,Haringey,Violence Against the Person,Harassment,194
2015,8,Haringey,Violence Against the Person,Harassment,220
2015,12,Islington,Violence Against the Person,Harassment,229
2015,11,Redbridge,Violence Against the Person,Harassment,167
2015,6,Redbridge,Violence Against the Person,Harassment,176
2015,5,Redbridge,Violence Against the Person,Harassment,132
2015,7,Redbridge,Violence Against the Person,Harassment,171
2015,4,Southwark,Violence Against the Person,Harassment,208
2015,2,Southwark,Violence Against the Person,Harassment,187
2015,6,Hillingdon,Violence Against the Person,Harassment,251
2015,7,Hillingdon,Violence Against the Person,Harassment,229
2015,8,Hillingdon,Violence Against the Person,Harassment,252
2015,4,Wandsworth,Violence Against the Person,Harassment,157
2015,9,Wandsworth,Violence Against the Person,Harassment,186
2015,8,Redbridge,Violence Against the Person,Harassment,176
2015,9,Southwark,Violence Against the Person,Harassment,221
2015,5,Hillingdon,Violence Against the Person,Harassment,236
2015,11,Hillingdon,Violence Against the Person,Harassment,213
2015,12,Westminster,Violence Against the Person,Harassment,288
2015,4,Tower Hamlets,Violence Against the Person,Harassment,222
2015,2,Tower Hamlets,Violence Against the Person,Harassment,198
2015,9,Tower Hamlets,Violence Against the Person,Harassment,221
2015,8,Waltham Forest,Violence Against the Person,Harassment,193
2015,6,Waltham Forest,Violence Against the Person,Harassment,187
2015,7,Waltham Forest,Violence Against the Person,Harassment,214
2015,5,Waltham Forest,Violence Against the Person,Harassment,200
2015,11,Waltham Forest,Violence Against the Person,Harassment,214
2015,2,Barking and Dagenham,Violence Against the Person,Harassment,133
2015,9,Richmond upon Thames,Violence Against the Person,Harassment,100
2015,4,Richmond upon Thames,Violence Against the Person,Harassment,85
2015,8,Hammersmith and Fulham,Violence Against the Person,Harassment,182
2015,5,Hammersmith and Fulham,Violence Against the Person,Harassment,183
2015,6,Hammersmith and Fulham,Violence Against the Person,Harassment,173
2015,9,Kensington and Chelsea,Violence Against the Person,Harassment,126
2015,4,Kensington and Chelsea,Violence Against the Person,Harassment,130
2015,9,Barking and Dagenham,Violence Against the Person,Harassment,160
2015,4,Kingston upon Thames,Violence Against the Person,Harassment,79
2015,2,Kingston upon Thames,Violence Against the Person,Harassment,73
2015,9,Kingston upon Thames,Violence Against the Person,Harassment,101
2015,2,Richmond upon Thames,Violence Against the Person,Harassment,75
2015,2,Kensington and Chelsea,Violence Against the Person,Harassment,128
2015,4,Barking and Dagenham,Violence Against the Person,Harassment,128
2015,7,Hammersmith and Fulham,Violence Against the Person,Harassment,169
2015,2,Wandsworth,Violence Against the Person,Harassment,149
2015,11,Hammersmith and Fulham,Violence Against the Person,Harassment,187
2016,3,Brent,Violence Against the Person,Harassment,200
2016,10,Brent,Violence Against the Person,Harassment,217
2016,1,Brent,Violence Against the Person,Harassment,227
2016,3,Bexley,Violence Against the Person,Harassment,130
2016,10,Bexley,Violence Against the Person,Harassment,133
2016,10,Camden,Violence Against the Person,Harassment,218
2016,3,Camden,Violence Against the Person,Harassment,205
2016,12,Ealing,Violence Against the Person,Harassment,235
2016,12,Barnet,Violence Against the Person,Harassment,219
2016,1,Bexley,Violence Against the Person,Harassment,98
2016,1,Camden,Violence Against the Person,Harassment,190
2016,7,Harrow,Violence Against the Person,Harassment,123
2016,12,Merton,Violence Against the Person,Harassment,100
2016,5,Harrow,Violence Against the Person,Harassment,96
2016,6,Harrow,Violence Against the Person,Harassment,144
2016,12,Newham,Violence Against the Person,Harassment,222
2016,12,Sutton,Violence Against the Person,Harassment,82
2016,3,Bromley,Violence Against the Person,Harassment,189
2016,1,Bromley,Violence Against the Person,Harassment,186
2016,10,Bromley,Violence Against the Person,Harassment,234
2016,8,Harrow,Violence Against the Person,Harassment,96
2016,11,Harrow,Violence Against the Person,Harassment,83
2016,7,Croydon,Violence Against the Person,Harassment,327
2016,6,Croydon,Violence Against the Person,Harassment,287
2016,11,Croydon,Violence Against the Person,Harassment,269
2016,5,Croydon,Violence Against the Person,Harassment,265
2016,2,Enfield,Violence Against the Person,Harassment,178
2016,4,Enfield,Violence Against the Person,Harassment,209
2016,9,Enfield,Violence Against the Person,Harassment,223
2016,3,Lambeth,Violence Against the Person,Harassment,284
2016,10,Lambeth,Violence Against the Person,Harassment,263
